,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,basement,sqft_living15,sqft_lot15,age_at_selling,log_price,renovated,zip_mean_price
11042,1,0,790,4000,0,0,0,1,1,790,0,990,5000,66,12.896716695872,0,2
11043,1,1,970,5000,0,0,0,1,2,970,0,1540,5000,31,12.691580461311874,0,2
11044,2,1,2250,8000,0,0,1,2,4,2250,0,2880,10960,59,13.814309837387755,0,2
11045,3,2,1530,2248,0,0,0,1,2,1530,0,1340,3700,100,12.765688433465597,0,2
11046,3,1,1780,11436,0,0,0,2,4,1780,0,2100,12052,47,13.815510557964274,0,3
11047,2,2,2120,5277,1,0,0,1,2,2120,0,2370,5257,10,13.237476184504834,0,2
11048,1,0,1500,6685,0,0,0,1,2,1190,1,1420,6561,88,12.409013489526863,0,1
11049,1,0,1500,6685,0,0,0,1,2,1190,1,1420,6561,89,13.253391639810733,0,1
11050,3,2,2390,4000,0,0,0,2,3,1460,1,1670,4000,83,13.64709190633931,0,2
11051,3,2,2390,9600,1,0,0,1,2,2390,0,1900,9603,18,12.658739355122632,0,1
11052,2,1,2920,9370,0,0,0,2,3,1620,1,2890,9609,33,13.38472764187182,0,3
11053,1,0,850,5000,0,0,0,1,0,850,0,910,4815,108,12.604848765487542,0,1
11054,1,0,930,3200,0,0,0,1,2,930,0,1690,3840,111,13.122363377404328,0,2
11055,3,2,3340,12248,1,0,1,1,4,2470,1,2110,5679,16,13.676248490630767,0,1
11056,1,0,710,6732,0,0,0,2,1,710,0,710,6720,73,12.608198852372823,0,1
11057,2,2,2240,6450,0,0,0,1,2,1440,1,1390,6450,35,13.1749558275235,0,1
11058,2,0,1060,7638,0,0,0,2,2,1060,0,1470,8097,48,12.948009990259552,0,2
11059,2,2,2360,8764,1,0,0,1,3,2360,0,2360,8746,24,12.577636201962656,0,1
11060,3,2,3520,19200,0,1,1,2,4,1950,1,2450,7000,63,14.322328160332725,0,2
11061,2,1,1730,9334,0,0,0,1,3,1220,1,2020,10000,37,13.122343377204325,0,2
11062,2,1,1170,4000,0,0,0,1,1,720,1,1130,4000,71,12.66032791780777,1,1
11063,3,2,3680,26266,1,0,0,2,4,3680,0,2340,19939,33,12.959844447906553,0,1
11064,2,2,2900,46609,1,0,0,1,4,2900,0,2570,42188,28,13.353475098367715,0,2
11065,2,1,1290,7205,0,0,0,1,2,1290,0,1340,7214,43,12.80765263256463,0,2
11066,3,2,2010,7000,1,0,0,2,3,2010,0,1420,4400,113,13.559327152571864,0,3
11067,2,1,1490,12186,0,0,0,2,2,1490,0,1180,14285,65,12.818248353914994,0,1
11068,3,2,1930,7862,1,0,0,1,2,1930,0,1640,9145,20,12.735229225980888,0,1
11069,3,1,2240,7500,0,0,0,2,2,1120,1,1440,7500,58,12.751154757974255,0,1
11070,2,1,2320,17688,0,0,0,1,3,2320,0,1610,14482,62,13.017002861746503,1,1
11071,3,2,2990,6626,1,0,0,1,4,2990,0,2910,5533,0,13.610882040647779,0,2
11072,3,2,2200,5730,1,0,0,1,3,2200,0,2200,5772,11,12.6112043647371,0,1
11073,2,1,1500,7828,0,0,0,2,2,1500,0,1500,7700,48,12.66032791780777,0,1
11074,2,1,3860,9000,0,0,1,1,4,1930,1,2960,9000,44,13.687677186454389,0,1
11075,2,1,1430,5200,0,0,0,2,2,1030,1,1190,5200,37,12.180754837545884,0,1
11076,4,2,3750,8279,1,0,0,1,4,3750,0,3450,8279,13,13.721199878493033,0,2
11077,4,2,3100,10189,1,0,0,1,3,3100,0,2840,10189,12,13.199324418540456,0,1
11078,2,2,1870,5874,1,0,0,1,2,1870,0,2090,4060,9,12.631340380934517,0,1
11079,3,2,2040,7600,0,0,0,2,3,1580,1,2130,7200,36,12.513557345278134,0,0
11080,4,3,3700,8504,1,0,0,1,3,2750,1,2370,6246,64,14.077874822431765,1,3
11081,2,1,3150,9258,0,0,1,1,3,2370,1,2740,10274,44,13.017002861746503,0,2
11082,2,2,1990,12793,1,0,0,1,3,1990,0,2290,9035,21,13.017002861746503,0,1
11083,3,0,1740,11075,0,0,0,1,2,1740,0,1580,7684,49,12.644327576461329,0,1
11084,1,2,2080,11285,0,0,0,2,3,1180,1,2590,13048,61,13.180632285528304,0,1
11085,3,2,2060,10125,1,0,0,2,2,1560,1,1760,9876,36,12.983101310070822,0,1
11086,2,1,1590,11222,0,0,0,2,2,1590,0,2160,16300,67,13.091904169919621,0,2
11087,2,1,1760,4000,1,0,0,1,3,1760,0,1760,4000,92,13.444446876573442,0,3
11088,3,2,1620,4000,1,0,0,1,2,1620,0,1580,3780,7,12.628067055589549,0,1
11089,2,1,1210,7000,0,0,0,1,2,1210,0,1670,7000,39,12.611537753638338,0,1
11090,3,2,2040,5050,0,0,0,1,3,1490,1,2020,6118,22,12.577463773304586,0,1
11091,2,2,2270,9600,1,0,0,1,4,2270,0,2580,9617,24,13.262125319779487,0,1
11092,3,4,6640,53330,1,0,0,1,6,6640,0,4620,68625,21,14.414347059052979,0,2
11093,2,1,1060,9600,0,0,0,2,2,1060,0,1440,9600,52,12.296827008798639,0,0
11094,3,2,1940,8170,0,0,0,2,2,1940,0,1310,8169,66,12.487485104968359,0,1
11095,4,3,3070,5000,1,0,0,1,4,2050,1,2070,5000,8,13.919870573288517,0,2
11096,2,0,930,7590,0,0,0,1,1,820,1,1220,7590,72,12.206072645530174,0,1
11097,3,2,2180,8480,0,0,1,2,2,1210,1,2240,8497,56,13.208541073645382,0,1
11098,2,2,2130,8404,1,0,0,1,3,2130,0,2130,8404,24,12.842649474601725,0,1
11099,1,1,800,4800,0,0,0,2,1,800,0,1090,5000,93,12.86876061860541,0,2
11100,3,2,2200,8384,0,0,0,1,2,1250,1,1750,8384,55,12.959844447906553,0,1
11101,1,1,1130,746,1,0,0,1,3,1030,1,1520,1519,5,13.19188944005294,0,2
11102,2,2,1970,23180,0,1,1,1,3,1100,1,3030,34689,77,13.981024996441848,1,2
11103,2,2,1680,1620,1,0,0,1,4,1120,1,1610,1618,1,13.353395730138775,0,3
11104,3,1,1470,5350,0,0,0,1,2,980,1,1970,6138,59,13.049792684569493,0,1
11105,3,2,2390,40510,0,0,0,2,3,2390,0,3200,36989,45,13.208541073645382,0,2
11106,3,2,2300,11165,1,0,0,2,3,2300,0,2170,11165,36,13.291261913866142,0,2
11107,3,1,2280,43692,0,0,0,1,2,1140,1,2580,37938,57,13.008074231002201,1,1
11108,2,2,1330,816,2,0,0,1,3,1330,0,1330,1113,10,12.834681304952548,0,2
11109,4,2,2640,7096,1,0,0,1,2,2640,0,2640,4850,11,13.357435499583813,0,2
11110,3,1,2430,9747,0,0,0,1,3,1780,1,2340,10296,40,13.038873066905303,0,1
11111,3,2,2470,35073,1,0,0,1,4,2470,0,2990,35259,25,13.091904169919621,0,1
11112,2,0,1440,11330,0,0,0,1,2,1440,0,1580,10100,50,12.449018824140563,0,0
11113,2,1,1320,7200,0,0,0,2,2,1320,0,1540,7200,39,12.436191810580809,0,1
11114,2,2,2810,6300,1,0,0,1,3,2810,0,2860,6630,14,13.493926933836812,0,2
11115,2,3,1370,1194,2,0,0,1,3,1370,0,1320,1217,9,13.038981768465277,0,2
11116,2,2,2000,6341,0,0,0,2,3,1040,1,2030,6341,33,13.345506928718539,0,2
11117,2,1,1980,6760,0,0,0,2,3,1980,0,2120,7280,41,13.180632285528304,0,2
11118,2,2,2050,8172,1,0,0,1,3,2050,0,2140,5664,13,12.886514453592564,0,0
11119,3,1,2320,9240,0,0,0,1,2,1160,1,2130,7320,55,12.691426603322494,1,1
11120,2,2,1960,1985,1,0,0,1,2,1750,1,1760,1985,12,12.706847933442663,0,1
11121,3,1,1910,8171,0,0,0,1,2,1910,0,1910,7542,29,12.301382825334498,0,0
11122,2,3,2030,11070,1,0,0,2,3,2030,0,2450,11070,34,13.437174117244362,0,2
11123,2,2,2210,7680,0,0,1,1,3,1730,1,2390,7680,43,13.122363377404328,0,2
11124,3,2,2610,9426,0,0,0,1,2,1360,1,1600,9426,49,12.815838217151068,0,0
11125,2,2,2520,7975,1,0,0,2,4,1550,1,2520,9900,24,13.623138665316818,0,3
11126,5,1,1840,2774,0,0,0,1,2,1060,1,1680,4292,114,13.399995114002609,0,2
11127,2,1,1570,7416,0,0,0,2,2,1570,0,1900,7416,43,12.441144767709657,0,1
11128,3,2,2400,19923,0,0,0,2,2,1320,1,2470,10736,62,12.8802918162046,0,1
11129,2,1,1930,5400,1,0,1,1,4,1930,0,2100,6840,37,13.312983737012978,0,2
11130,2,0,1160,10384,0,0,0,2,1,1160,0,1200,9880,45,12.2783933071098,0,1
11131,3,2,2820,15000,1,0,0,2,4,2820,0,2440,15000,29,13.38472764187182,0,2
11132,3,1,3060,8000,1,0,0,2,3,2040,1,2730,5800,93,13.684832234322158,0,2
11133,2,0,1320,8450,0,0,0,1,1,880,1,1320,8450,53,12.356645504009547,0,0
11134,1,1,1200,3624,1,0,0,1,1,1200,0,1360,2693,11,12.363076394339839,0,1
11135,2,1,1560,104108,0,0,0,1,2,1250,1,2000,110957,45,12.84792653170257,0,1
11136,4,2,3070,64033,0,0,0,1,4,2730,1,1560,28260,31,12.948009990259552,0,0
11137,2,0,1040,9600,0,0,0,1,2,1040,0,1370,10889,36,12.899094818276968,0,2
11138,2,2,1990,8991,0,0,0,1,2,1570,1,1920,8991,45,12.455858127790805,0,1
11139,2,2,1690,9626,1,0,0,1,3,1690,0,1860,8958,30,13.190022025878143,0,2
11140,2,1,1810,2738,1,0,0,2,4,1810,0,1760,2754,35,13.151922179645874,0,2
11141,3,1,2520,8442,0,0,0,2,2,1640,1,2110,8442,62,13.554145793829866,0,3
11142,2,2,1570,5113,0,0,0,1,2,1090,1,1570,5150,19,12.4529327234617,0,0
11143,2,0,1680,8910,0,0,0,2,2,1680,0,1620,7182,74,13.101956567626667,0,2
11144,2,1,1250,7200,0,0,0,2,2,1250,0,1250,7560,36,12.013700752882718,0,0
11145,2,1,1280,7742,0,0,0,2,2,1280,0,1450,8316,53,12.301382825334498,0,1
11146,3,2,4620,20793,1,0,0,2,5,4620,0,3640,20793,23,13.262125319779487,0,0
11147,2,2,1580,5725,1,0,0,1,2,1580,0,1510,5725,10,12.834681304952548,0,2
11148,2,1,1650,7145,1,0,0,2,3,1300,1,1760,7206,38,12.953352834670046,0,1
11149,2,1,1660,9600,0,0,0,1,3,1380,0,2030,9500,33,12.948009990259552,0,1
11150,3,2,2410,7140,1,0,0,1,3,2410,0,2350,7140,21,13.317930160948304,0,2
11151,2,2,1720,4000,0,0,0,2,2,1450,1,1410,4000,93,13.337474757021274,0,3
11152,2,2,3120,12406,1,0,1,1,4,1940,1,3240,13141,32,13.652991628466498,0,3
11153,3,2,2680,9928,0,0,0,2,3,1340,1,2180,10478,41,13.045482333068371,0,2
11154,4,1,2640,13290,0,1,1,2,3,1400,1,2400,11942,61,13.527828485512494,0,1
11155,2,3,3730,13264,1,0,0,1,4,3730,0,3730,14933,26,13.883169206438088,0,2
11156,2,1,1700,6498,0,0,0,1,2,1700,0,1700,6654,28,12.577636201962656,0,1
11157,3,1,2280,5959,0,0,0,1,2,1250,1,1640,5911,67,13.17115354157376,0,2
11158,2,2,1220,2980,1,0,0,1,2,1220,0,1220,2140,29,12.672946381766982,0,2
11159,5,4,3500,8504,1,0,0,1,2,3500,0,1550,8460,35,13.292106151991423,0,1
11160,2,2,2010,14298,1,0,0,1,2,2010,0,2010,14298,37,12.765688433465597,0,1
11161,2,1,2130,9775,0,0,0,2,3,1430,1,2130,11250,42,13.027832893558095,0,2
11162,3,2,1800,9018,1,0,0,1,2,1800,0,1670,9380,23,12.513557345278134,0,1
11163,2,0,1070,10125,0,0,0,1,2,1070,0,1540,10200,53,12.7868906411162,0,3
11164,2,1,1020,5000,0,0,0,2,1,1020,0,1360,5000,60,12.560244459250788,0,1
11165,3,1,1600,6861,0,0,0,1,2,1600,0,1870,7455,21,12.542544882151386,0,0
11166,3,1,1380,7800,0,0,0,1,2,1080,1,1770,7503,86,13.075271769870477,0,1
11167,2,2,3270,168000,1,0,0,2,5,3270,0,3220,7963,32,13.527828485512494,0,1
11168,3,2,2100,3125,1,0,1,1,2,1400,1,2060,5040,107,13.296316684527767,0,2
11169,2,2,2110,2850,2,0,0,1,3,2110,0,1340,5001,13,13.17115354157376,0,2
11170,2,1,1640,53400,0,0,0,2,2,1640,0,1850,380279,48,12.672946381766982,0,1
11171,2,1,1320,5665,0,0,0,1,2,1320,0,1336,7080,28,12.323855681186558,0,0
11172,3,2,2420,10603,0,0,0,2,2,1210,1,1750,10800,56,13.091904169919621,0,1
11173,2,0,1390,4814,0,0,0,1,1,1390,0,1730,3990,106,12.739637756265655,0,2
11174,2,3,2320,6744,1,0,0,1,4,1930,1,1700,6744,1,13.420985389894444,0,1
11175,2,2,2170,8169,1,0,0,1,3,2170,0,2240,6733,12,12.999630612022031,0,1
11176,3,2,2710,38180,1,0,0,2,3,2710,0,2590,38180,37,13.289571296388235,0,2
11177,2,1,1450,8928,0,0,0,1,2,1450,0,2050,8523,16,12.528156144699286,0,1
11178,2,2,1370,4400,0,0,0,1,3,1370,0,1630,4400,26,12.884106188280072,0,2
11179,2,2,1810,3192,0,0,0,1,2,1070,1,1740,3720,13,12.779873068457553,0,1
11180,2,2,1420,14850,0,0,0,2,2,1020,1,2060,8800,51,12.468436909997665,0,0
11181,2,2,2090,9620,0,0,0,1,3,1340,1,2150,9660,27,12.611537753638338,0,0
11182,2,2,2090,9620,0,0,0,1,3,1340,1,2150,9660,28,12.644327576461329,0,0
11183,2,0,1330,6900,0,0,0,1,2,1330,0,1530,7000,38,12.250089530946948,0,0
11184,2,1,1330,7419,0,0,0,1,2,1330,0,1330,7297,29,12.751154757974255,0,2
11185,4,1,1910,7200,0,0,0,2,1,1110,1,1150,5948,63,12.345834587905333,0,1
11186,2,1,2310,7680,0,0,0,2,3,1410,1,2080,7680,37,12.727689830374363,0,0
11187,2,2,2500,7378,0,0,0,2,2,1390,1,2040,7140,66,13.458835614025542,0,2
11188,2,1,1310,7332,0,0,0,1,2,1310,0,1530,7362,27,12.345834587905333,0,1
11189,3,2,2040,21781,1,0,0,1,3,2040,0,2410,21781,20,13.00245308073177,0,1
11190,3,2,2040,21781,1,0,0,1,3,2040,0,2410,21781,21,13.062613372998555,0,1
11191,2,2,2400,16301,0,0,0,1,3,1400,1,1720,9828,52,13.296316684527767,0,2
11192,2,0,1400,4914,0,0,0,1,2,1400,0,1400,3744,85,13.060487973686241,0,2
11193,3,1,1700,7800,0,0,0,2,3,1700,0,2430,8342,39,13.304684934198283,0,2
11194,3,3,3160,9525,1,0,0,1,5,3160,0,2400,9525,17,14.137594057133388,0,3
11195,2,1,1340,13241,0,0,1,1,2,1340,0,2090,9704,29,12.966411075630443,0,2
11196,3,1,1470,8395,0,0,0,2,2,1470,0,1760,7976,49,13.005829561148378,0,2
11197,2,1,1790,7679,0,0,0,2,2,1790,0,1560,7680,61,12.853175887588712,0,1
11198,2,1,1560,20251,0,0,0,2,2,1200,1,1560,19119,25,13.265597545490236,0,2
11199,2,2,2620,108464,1,0,0,2,3,2620,0,3190,105850,25,12.96453929221076,0,1
11200,2,0,1580,8206,0,0,0,1,2,1100,0,1600,8196,52,12.449018824140563,0,1
11201,2,0,1090,10000,0,0,0,1,1,1090,0,1040,7500,53,12.388394202324129,0,1
11202,4,3,3240,6551,0,0,1,2,4,2500,1,2740,9300,75,14.0225247273486,0,2
11203,3,1,2520,7200,0,0,1,2,2,1260,1,2360,7300,60,12.983101310070822,0,1
11204,2,1,2230,13529,0,0,0,1,4,2230,0,2230,11900,66,14.187074114396758,0,3
11205,3,2,2430,5502,1,0,0,1,3,2430,0,2000,5702,13,12.959844447906553,0,1
11206,1,0,1020,4200,0,0,0,2,1,1020,0,1660,4200,91,12.881564890851399,0,2
11207,3,0,1810,7500,0,0,0,0,2,1410,1,1250,6255,55,12.487296407920908,0,0
11208,3,2,3460,9699,1,0,0,1,5,3460,0,3140,10631,28,13.523150895961383,0,2
11209,2,0,2020,8100,0,0,0,1,2,1170,1,1480,7620,58,13.017002861746503,0,1
11210,2,1,1410,7466,0,0,0,1,2,1410,0,1410,7610,31,12.345617172968069,0,1
11211,1,0,750,4000,0,0,0,0,1,750,0,1160,4000,82,12.959844447906553,0,1
11212,3,2,5300,26211,1,1,1,0,5,4570,1,3890,19281,91,14.755517816455745,0,3
11213,3,3,4380,66613,0,0,0,1,5,4380,0,4010,70109,22,14.151982794585487,0,2
11214,2,2,2290,9047,1,0,0,2,3,2290,0,2120,9275,30,13.531820506782031,0,3
11215,1,0,720,5750,0,0,0,0,1,720,0,980,6125,71,12.644327576461329,0,2
11216,1,0,1200,6014,0,0,0,2,1,600,1,1270,4652,65,12.886641043883259,0,1
11217,2,2,2620,28703,0,0,0,1,5,2620,0,2950,30290,29,13.493926933836812,0,2
11218,3,2,2120,7650,1,0,0,1,3,2120,0,2260,7885,50,12.594730635321957,0,2
11219,2,1,1580,8820,0,0,0,2,2,1580,0,1280,8500,47,12.323855681186558,0,0
11220,2,3,4160,35153,2,0,1,1,6,3690,1,3290,11533,13,14.346138809026444,0,3
11221,2,2,1830,8831,0,0,0,1,2,1460,1,2330,8064,36,12.973863369085885,0,2
11222,2,2,2000,8057,0,0,0,1,3,1360,1,2530,8964,17,12.789683939021812,0,1
11223,1,0,980,3600,0,0,0,1,1,980,0,1690,3600,108,13.296316684527767,0,3
11224,3,2,3040,20682,1,0,0,1,2,3040,0,2670,9742,15,13.056223574899784,0,1
11225,3,0,1740,8100,0,0,0,2,2,1020,1,1600,8949,52,12.468436909997665,0,1
11226,2,1,1450,7300,0,0,0,2,2,1450,0,1660,9069,59,12.834681304952548,0,1
11227,2,2,1560,4200,1,0,0,1,2,1560,0,1560,4200,11,12.594730635321957,0,1
11228,3,2,2050,8909,0,0,1,2,3,1690,1,2190,8912,28,12.908922601551504,0,1
11229,2,1,1760,12823,0,0,0,2,2,1460,1,1450,10800,58,12.505992035646432,0,0
11230,2,3,1740,1975,1,0,1,1,3,1310,1,1740,1975,17,13.369223455335854,0,2
11231,2,0,910,8789,0,0,0,1,2,910,0,1160,8789,48,12.30591798049989,0,0
11232,2,1,1700,7532,0,0,0,1,2,1700,0,1690,7405,27,12.449018824140563,0,0
11233,3,2,2620,4469,1,0,0,1,2,2620,0,2250,4500,6,12.611537753638338,0,1
11234,2,2,1500,7410,0,0,0,2,2,1500,0,1750,7990,42,12.506177237980511,0,1
11235,3,1,1630,5750,0,0,0,1,2,1160,1,1640,5750,68,13.262125319779487,0,2
11236,2,1,1370,9800,0,0,0,2,2,1370,0,1370,9800,47,12.41673867533327,0,0
11237,1,2,1390,1132,1,0,0,1,3,1130,1,1400,1237,9,13.36138027787483,0,3
11238,2,1,1540,67756,0,0,0,1,2,1540,0,2060,67756,115,13.017002861746503,1,2
11239,2,0,1190,7500,0,0,0,2,2,1190,0,1200,9750,46,12.2783933071098,0,1
11240,2,3,4500,21870,1,0,0,1,5,4500,0,4670,23058,10,13.573438996764546,0,1
11241,3,2,2370,8154,0,0,0,1,2,1380,1,2100,8148,38,13.166380262821104,0,1
11242,1,1,1360,1934,1,0,0,2,2,1360,0,1360,1898,36,11.918390573078392,0,1
11243,1,1,870,18537,0,0,0,2,1,870,0,1300,22800,68,12.205822614274965,0,0
11244,3,4,4850,12445,1,1,1,2,5,3850,1,3350,12210,25,14.914122846632385,0,2
11245,2,1,3110,44967,1,0,0,1,4,3020,1,2150,44967,15,12.847663339175718,0,1
11246,3,2,3700,7051,1,0,0,1,5,3700,0,3580,6175,8,13.764217263576723,0,2
11247,5,2,3500,5150,1,0,0,2,3,2430,1,1430,3860,105,13.670484785914017,0,2
11248,2,1,1670,9600,0,0,0,2,3,1670,0,1900,9600,53,13.573438996764546,0,3
11249,2,2,1640,8400,0,0,0,1,3,1180,1,1600,8120,46,12.41186655850927,0,0
11250,2,2,3400,12825,0,0,1,1,4,3400,0,2510,11574,54,13.765269341527528,0,1
11251,2,1,2060,3500,0,0,0,2,2,1030,1,1110,6000,64,13.122263372403996,0,1
11252,2,1,1330,36537,0,0,0,2,2,1330,0,1650,35100,26,12.456831363877356,0,1
11253,2,1,2330,3600,0,0,0,2,2,1580,1,1750,3600,114,13.215853720491667,0,2
11254,2,2,3040,21052,1,0,0,2,5,3040,0,2950,21052,35,14.28551418721001,0,3
11255,4,3,3700,7920,2,0,1,1,4,2900,1,2860,6360,31,14.151982794585487,0,2
11256,2,1,1990,3000,0,0,1,2,3,1430,1,1780,5000,87,13.335860551666734,0,2
11257,4,2,2020,5917,0,0,0,1,2,1220,1,2130,5529,21,12.647548191161372,0,1
11258,4,2,2980,7781,0,0,0,1,4,1580,1,2310,7781,54,13.304684934198283,0,1
11259,3,3,3990,5267,1,0,0,1,5,3990,0,3230,6481,6,13.892471599100402,0,3
11260,1,0,790,6600,0,0,0,1,1,790,0,1520,4400,65,12.985397522331171,0,2
11261,1,0,1060,8000,0,0,0,1,1,1060,0,1390,8000,73,12.230765258120545,0,0
11262,2,2,2260,54014,0,0,0,1,2,1450,1,2140,44431,52,13.149978544437301,0,2
11263,1,2,1900,2983,1,0,0,1,3,1900,0,1510,3876,8,13.180632285528304,0,2
11264,4,2,3361,6983,1,0,0,1,5,3361,0,3112,6920,8,13.144124869185841,0,1
11265,3,1,3550,19865,1,0,0,1,4,3550,0,3000,19862,52,14.557447902693651,1,3
11266,4,2,2740,5460,1,0,0,1,3,2740,0,2900,5971,10,12.821258284620408,0,1
11267,3,1,2040,6000,0,0,0,2,2,1020,1,1440,6000,71,13.122363377404328,0,2
11268,3,2,4070,129808,1,0,0,1,5,4070,0,4070,102366,16,13.473020249017498,0,1
11269,0,0,720,5196,0,0,0,1,2,720,0,1580,5762,103,12.506177237980511,0,2
11270,2,1,2000,8400,0,0,0,2,3,2000,0,2000,8400,55,12.936033799212835,0,1
11271,4,4,4400,15580,1,0,0,1,5,3390,1,2150,14249,11,14.403297222866392,0,3
11272,2,1,1300,8976,0,0,0,1,2,1300,0,1430,9750,47,12.371587084007746,0,0
11273,1,2,1420,2229,1,0,0,1,2,1420,0,1500,2230,10,12.535376392672774,0,1
11274,2,2,1540,5338,0,0,0,2,2,770,1,1680,6525,60,12.65075846679162,0,2
11275,2,2,1540,5338,0,0,0,2,2,770,1,1680,6525,61,13.197470849891134,0,2
11276,2,2,2360,2750,1,0,1,1,2,1780,1,1970,5800,31,13.11835535600679,0,1
11277,3,2,3720,29043,1,0,0,1,4,3720,0,1610,23000,23,13.661193197579918,0,3
11278,2,1,1690,13500,0,0,0,2,2,1690,0,1950,10500,37,13.567049198665774,0,3
11279,2,1,2300,5000,0,0,0,2,3,1150,1,2300,5000,76,13.38472764187182,0,3
11280,3,1,1650,7088,0,0,0,1,3,1650,0,1850,7523,42,13.234798806734117,0,2
11281,1,0,990,6448,0,0,0,1,2,990,0,1130,7200,66,12.301155526776865,0,1
11282,3,2,2130,8410,1,0,0,2,3,2130,0,2170,8400,37,13.417269294945429,0,3
11283,3,2,3320,52707,1,0,0,1,5,3320,0,3040,54450,15,13.608486388529947,0,2
11284,2,2,1960,8875,0,0,0,1,2,1290,1,1890,8700,49,12.111761966058932,0,0
11285,1,0,770,2500,0,0,0,1,1,770,0,1500,8286,101,12.224403602214897,1,2
11286,3,1,2010,3600,0,0,0,1,2,2010,0,2010,3600,112,13.514405465180353,0,3
11287,1,0,800,17965,0,0,0,2,0,800,0,1500,8925,73,12.345834587905333,0,1
11288,2,0,910,11117,0,0,0,1,2,910,0,1490,8416,59,11.759785542901755,0,0
11289,2,0,1200,6628,0,0,0,2,2,1200,0,1330,6768,62,12.751299696013497,0,1
11290,3,2,3570,6246,1,0,0,1,2,3570,0,2260,5231,10,13.404530269168,0,3
11291,2,2,1820,8085,1,0,0,1,2,1820,0,1860,8625,31,12.706696406811568,0,1
11292,2,2,2930,7005,2,0,1,1,4,2670,1,2450,6460,15,13.864300722133706,0,2
11293,2,1,1480,4050,0,0,0,1,2,870,1,1350,4500,88,12.90495335793788,0,2
11294,3,2,3305,16164,0,0,0,2,2,2245,1,1620,8883,92,13.106233995474446,1,1
11295,3,2,2230,5000,0,0,0,1,2,1650,1,2090,4637,9,13.012548511397123,0,1
11296,2,0,1560,7800,0,0,0,1,2,1560,0,1468,9375,60,12.517227074167097,0,0
11297,2,0,1030,7200,0,0,0,1,1,880,1,1030,7200,66,12.721885810807203,0,1
11298,2,3,2380,3600,0,0,0,1,2,1690,1,1990,3520,87,13.45166712454693,0,3
11299,2,0,1010,7903,0,0,0,1,1,1010,0,1010,7903,67,12.538967060803502,0,1
11300,1,1,2060,2700,0,0,0,1,2,1030,1,1390,2700,85,13.091904169919621,0,2
11301,3,2,2370,10580,1,0,0,1,3,2370,0,1590,8584,48,12.855790268162783,0,1
11302,3,2,2242,37451,1,0,0,1,3,2242,0,2242,13125,19,13.102160670086809,0,1
11303,1,1,1078,1263,1,0,0,1,2,1078,0,1078,1263,24,12.388394202324129,0,1
11304,1,0,890,7250,0,0,0,1,2,890,0,900,7000,72,12.560244459250788,0,1
11305,2,1,2700,24539,1,0,0,1,2,2120,1,1830,11000,38,13.171058298943088,1,1
11306,3,2,2450,27081,1,0,0,1,3,2450,0,2630,12025,30,13.499429010990795,0,2
11307,2,1,1420,8250,0,0,0,2,2,1420,0,2020,8250,54,13.038981768465277,0,2
11308,2,1,1280,2114,0,0,0,1,3,1280,0,1540,1456,110,13.440817108522863,0,2
11309,4,2,2910,15118,0,0,0,2,4,1780,1,2880,15253,42,13.972514306773938,0,3
11310,3,2,2430,10050,1,0,0,2,3,2430,0,2390,10250,35,13.623138665316818,0,3
11311,1,2,1860,6359,1,0,0,1,2,1860,0,1860,6359,11,12.660169175050076,0,1
11312,2,1,1800,12669,0,0,0,1,2,1800,0,1970,9775,58,13.060487973686241,1,3
11313,2,1,1960,8815,0,0,0,2,2,1020,1,1760,9534,56,13.122363377404328,0,3
11314,2,1,1550,7260,0,0,0,0,1,1550,0,1190,7620,89,12.65395846952229,0,1
11315,1,0,840,3840,0,0,0,2,2,840,0,1310,3840,88,13.005829561148378,0,2
11316,3,1,2080,8750,0,0,0,2,3,1330,1,1790,8750,47,12.611537753638338,0,0
11317,3,2,2210,5077,0,0,0,2,3,1480,1,1740,5000,102,13.336667980051335,0,1
11318,2,1,1210,5240,0,0,0,2,2,610,0,1560,5240,31,12.628067055589549,0,1
11319,2,2,1350,941,2,0,0,1,4,1350,0,1640,1369,8,13.680835654637672,0,3
11320,2,1,1860,5146,1,0,0,1,3,1860,0,1950,5146,24,13.076319438902923,0,2
11321,2,1,1940,4500,0,0,1,1,2,1090,1,1700,4500,88,13.458835614025542,0,2
11322,3,3,3400,5222,1,0,0,1,4,3400,0,3190,5326,10,13.151922179645874,0,1
11323,3,2,2240,9385,1,0,0,1,3,2240,0,2010,9000,23,13.287877815881902,0,1
11324,2,1,1170,8239,0,0,0,1,2,1170,0,1180,7866,33,12.230765258120545,0,1
11325,2,3,3130,9302,1,0,0,1,3,2190,1,2350,7949,27,12.644327576461329,0,0
11326,1,2,1510,7280,1,0,0,1,2,1510,0,1510,8120,27,13.00019574343012,0,2
11327,3,3,3740,41458,1,0,1,1,5,3740,0,3750,38325,14,13.892471599100402,0,2
11328,3,2,2690,46609,1,0,0,1,3,2690,0,1500,34800,34,13.180632285528304,0,1
11329,3,1,1760,6204,0,0,1,2,2,1180,1,1990,6240,64,12.746942390644541,0,1
11330,3,1,2180,4066,0,0,0,1,1,1270,1,1400,1343,104,12.721587258782296,0,1
11331,3,1,1560,9000,0,0,0,2,2,1560,0,1510,8848,45,13.207255844422292,0,2
11332,2,2,1780,4050,1,0,0,1,2,1780,0,1571,4976,13,12.821258284620408,0,1
